"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"aotus trivirgatus","Aotus trivirgatus","Aotus trivirgatus","Aotidae","Primates","Mammalia","Cheirogaleus commersonii"
"aotus trivirgatus","Aotus trivirgatus","Aotus trivirgatus","Aotidae","Primates","Mammalia","Nyctipithecus duruculi"
"aotus trivirgatus","Aotus trivirgatus","Aotus trivirgatus","Aotidae","Primates","Mammalia","Nyctipithecus felinus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo aethiopicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo americanus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo arabicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo australasicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo cafer"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo capensis"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo columbicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo drennani"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo grimaldii"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo hottentotus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo hyperboreus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo indicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo japeticus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo melaninus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo monstrosus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo neptunianus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo palestinus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo patagonus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo priscus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo scythicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo sinicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo spelaeus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo troglodytes"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo wadjakensis"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo sapiens cro-magnonensis"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo sapiens grimaldiensis"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo fossilis proto-aethiopicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo fossilis protoaethiopicus"
"homo sapiens","Homo sapiens","Homo sapiens","Hominidae","Primates","Mammalia","Homo sapiens cromagnonensis"
"papio ursinus","Papio ursinus","Papio ursinus","Cercopithecidae","Primates","Mammalia",NA
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus calliaudi"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus cano-viridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus cinereo-viridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Simia engytithia"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus griseo-viridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus griseus"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus matschiei"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Simia subviridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus toldti"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Lasiopyga weidholzi"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus canoviridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus cinereoviridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus griseoviridis"
"chlorocebus aethiops","Chlorocebus aethiops","Chlorocebus aethiops","Cercopithecidae","Primates","Mammalia","Cercopithecus aethiops zavattarii"
"mandrillus leucophaeus","Mandrillus leucophaeus","Mandrillus leucophaeus","Cercopithecidae","Primates","Mammalia",NA
"macaca fascicularis","Macaca fascicularis","Macaca fascicularis","Cercopithecidae","Primates","Mammalia",NA
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Simia erythraea"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Simia fulvus"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macacus lasiotus"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Pithecus littoralis"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macaca nipalensis"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macaca oinops"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Simia rhesus"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Inuus sancti-johannis"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macaca siamica"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macacus tcheliensis"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macacus vestitus"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Inuus sanctijohannis"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macacus rhesus villosus"
"macaca mulatta","Macaca mulatta","Macaca mulatta","Cercopithecidae","Primates","Mammalia","Macaca mulatta mcmahoni"
"pan troglodytes","Pan troglodytes","Pan troglodytes","Hominidae","Primates","Mammalia",NA
"saimiri sciureus","Saimiri sciureus","Saimiri sciureus","Cebidae","Primates","Mammalia","Simia apedia"
"saimiri sciureus","Saimiri sciureus","Saimiri sciureus","Cebidae","Primates","Mammalia","Lemur leucopsis"
"saimiri sciureus","Saimiri sciureus","Saimiri sciureus","Cebidae","Primates","Mammalia","Simia morta"
"saimiri sciureus","Saimiri sciureus","Saimiri sciureus","Cebidae","Primates","Mammalia","Chrysothrix nigrivittata"
"saimiri sciureus","Saimiri sciureus","Saimiri sciureus","Cebidae","Primates","Mammalia","Sapajou saimiri"
"saimiri sciureus","Saimiri sciureus","Saimiri sciureus","Cebidae","Primates","Mammalia","Saimiri sciureus sciureus"
"callithrix jacchus","Callithrix jacchus","Callithrix jacchus","Cebidae","Primates","Mammalia","Jacchus albicollis"
"callithrix jacchus","Callithrix jacchus","Callithrix jacchus","Cebidae","Primates","Mammalia","Hapale communis"
"callithrix jacchus","Callithrix jacchus","Callithrix jacchus","Cebidae","Primates","Mammalia","Hapale leucotis"
"callithrix jacchus","Callithrix jacchus","Callithrix jacchus","Cebidae","Primates","Mammalia","Jacchus vulgaris"
"callithrix jacchus","Callithrix jacchus","Callithrix jacchus","Cebidae","Primates","Mammalia","Simia jacchus moschatus"
"callithrix jacchus","Callithrix jacchus","Callithrix jacchus","Cebidae","Primates","Mammalia","Jacchus vulgaris rufus"
"gorilla gorilla","Gorilla gorilla","Gorilla gorilla","Hominidae","Primates","Mammalia",NA
"chlorocebus pygerythrus","Chlorocebus pygerythrus","Chlorocebus pygerythrus","Cercopithecidae","Primates","Mammalia",NA
"macaca radiata","Macaca radiata","Macaca radiata","Cercopithecidae","Primates","Mammalia",NA
"macaca cyclopis","Macaca cyclopis","Macaca cyclopis","Cercopithecidae","Primates","Mammalia","Macacus affinis"
"hylobates lar","Hylobates lar","Hylobates lar","Hylobatidae","Primates","Mammalia",NA
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Hamadryas aegyptiaca"
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Papio arabicus"
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Papio brockmani"
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Hamadryas chaeropitheus"
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Simia cynamolgus"
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Theropithecus nedjo"
"papio hamadryas","Papio hamadryas","Papio hamadryas","Cercopithecidae","Primates","Mammalia","Cynocephalus wagleri"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison bison bison"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bos bison"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison americanus"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison sylvestris"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison americanus pennsylvanicus"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison bison septemtrionalis"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison bison athabasacae"
"bison bison","Bison bison","Bison bison","Bovidae","Artiodactyla","Mammalia","Bison bison athabascae"
"bos frontalis","Bos frontalis","Bos frontalis","Bovidae","Artiodactyla","Mammalia",NA
"bos grunniens","Bos grunniens","Bos grunniens","Bovidae","Artiodactyla","Mammalia",NA
"bos taurus","Bos taurus","Bos taurus","Bovidae","Artiodactyla","Mammalia",NA
"connochaetes gnou","Connochaetes gnou","Connochaetes gnou","Bovidae","Artiodactyla","Mammalia",NA
"hippotragus equinus","Hippotragus equinus","Hippotragus equinus","Bovidae","Artiodactyla","Mammalia",NA
"kobus ellipsiprymnus","Kobus ellipsiprymnus","Kobus ellipsiprymnus","Bovidae","Artiodactyla","Mammalia",NA
"litocranius walleri","Litocranius walleri","Litocranius walleri","Bovidae","Artiodactyla","Mammalia",NA
"oryx dammah","Oryx dammah","Oryx dammah","Bovidae","Artiodactyla","Mammalia",NA
"oryx gazella","Oryx gazella","Oryx gazella","Bovidae","Artiodactyla","Mammalia",NA
"ovibos moschatus","Ovibos moschatus","Ovibos moschatus","Bovidae","Artiodactyla","Mammalia",NA
"ovis aries musimon","Ovis aries","Ovis aries","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus spekii","Tragelaphus spekii","Tragelaphus spekii","Bovidae","Artiodactyla","Mammalia",NA
"tragelaphus strepsiceros","Tragelaphus strepsiceros","Tragelaphus strepsiceros","Bovidae","Artiodactyla","Mammalia",NA
"bos javanicus","Bos javanicus","Bos javanicus","Bovidae","Artiodactyla","Mammalia","Bos banteng"
"cephalophus rufilatus","Cephalophus rufilatus","Cephalophus rufilatus","Bovidae","Artiodactyla","Mammalia",NA
"kobus megaceros","Kobus megaceros","Kobus megaceros","Bovidae","Artiodactyla","Mammalia",NA
"cervus nippon","Cervus nippon","Cervus nippon","Cervidae","Artiodactyla","Mammalia",NA
"hydropotes inermis","Hydropotes inermis","Hydropotes inermis","Cervidae","Artiodactyla","Mammalia",NA
"axis porcinus","Axis porcinus","Axis porcinus","Cervidae","Artiodactyla","Mammalia",NA
"elaphurus davidianus","Elaphurus davidianus","Elaphurus davidianus","Cervidae","Artiodactyla","Mammalia",NA
"rucervus duvaucelii","Rucervus duvaucelii","Rucervus duvaucelii","Cervidae","Artiodactyla","Mammalia","Cervus duvaucelii"
"rucervus duvaucelii","Rucervus duvaucelii","Rucervus duvaucelii","Cervidae","Artiodactyla","Mammalia","Cervus eldi"
"connochaetes taurinus","Connochaetes taurinus","Connochaetes taurinus","Bovidae","Artiodactyla","Mammalia",NA
"syncerus caffer","Syncerus caffer","Syncerus caffer","Bovidae","Artiodactyla","Mammalia",NA
"cervus elaphus","Cervus elaphus","Cervus elaphus","Cervidae","Artiodactyla","Mammalia",NA
"alcelaphus buselaphus","Alcelaphus buselaphus","Alcelaphus buselaphus","Bovidae","Artiodactyla","Mammalia",NA
"damaliscus lunatus","Damaliscus lunatus","Damaliscus lunatus","Bovidae","Artiodactyla","Mammalia",NA
"damaliscus lunatus korrigum","Damaliscus lunatus","Damaliscus lunatus","Bovidae","Artiodactyla","Mammalia",NA
"bubalus bubalis","Bubalus bubalis","Bubalus bubalis","Bovidae","Artiodactyla","Mammalia",NA
"capra ibex","Capra ibex","Capra ibex","Bovidae","Artiodactyla","Mammalia",NA
"rusa alfredi","Rusa alfredi","Rusa alfredi","Cervidae","Artiodactyla","Mammalia","Cervus alfredi"
"alces alces","Alces alces","Alces alces","Cervidae","Artiodactyla","Mammalia","Cervus alces"
"capreolus capreolus","Capreolus capreolus","Capreolus capreolus","Cervidae","Artiodactyla","Mammalia",NA
"capra hircus","Capra hircus","Capra hircus","Bovidae","Artiodactyla","Mammalia",NA
"odocoileus virginianus","Odocoileus virginianus","Odocoileus virginianus","Cervidae","Artiodactyla","Mammalia","Dama virginianus"
"odocoileus virginianus","Odocoileus virginianus","Odocoileus virginianus","Cervidae","Artiodactyla","Mammalia","Dama virginiana"
"bison bonasus","Bison bonasus","Bison bonasus","Bovidae","Artiodactyla","Mammalia","Bos bonasus"
"rusa unicolor","Rusa unicolor","Rusa unicolor","Cervidae","Artiodactyla","Mammalia","Cervus unicolor"
"ovis dalli","Ovis dalli","Ovis dalli","Bovidae","Artiodactyla","Mammalia",NA
"odocoileus hemionus","Odocoileus hemionus","Odocoileus hemionus","Cervidae","Artiodactyla","Mammalia",NA
"ovis aries","Ovis aries","Ovis aries","Bovidae","Artiodactyla","Mammalia",NA
"axis axis","Axis axis","Axis axis","Cervidae","Artiodactyla","Mammalia",NA
"muntiacus reevesi","Muntiacus reevesi","Muntiacus reevesi","Cervidae","Artiodactyla","Mammalia",NA
"rusa timorensis","Rusa timorensis","Rusa timorensis","Cervidae","Artiodactyla","Mammalia","Cervus timorensis"
"mazama gouazoupira","Mazama gouazoupira","Mazama gouazoubira","Cervidae","Artiodactyla","Mammalia","Mazama gouazoupira"
"sus scrofa domesticus","Sus scrofa","Sus scrofa","Suidae","Artiodactyla","Mammalia","Sus domesticus"
"equus caballus","Equus caballus","Equus caballus","Equidae","Perissodactyla","Mammalia","Equus caballus caballus"
"equus caballus","Equus caballus","Equus caballus","Equidae","Perissodactyla","Mammalia","Equus ferus caballus"
"sarcophilus harrisii","Sarcophilus harrisii","Sarcophilus harrisii","Dasyuridae","Dasyuromorphia","Mammalia",NA
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus obscurus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus angularis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus asturianus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus brevirostris"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola campestris"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola cunicularius"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Lemmus fulvus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus hyrcania"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola incertus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola mystacinus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Hypudaeus obscurus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus orcadensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus sarnius"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus terrestris"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola vulgaris"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Mus arvalis albus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis assimilis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis ater"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis calypsus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis cimbricus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis contigua"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis depressa"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis duplicatus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis flava"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis fulva"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis galliardi"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis gudauricus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis hawelkae"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis incognitus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis iphigeniae"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis khorkoutensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis macrocranius"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis meridianus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis principalis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus orcadensis ronaldshaiensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus orcadensis rousiensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus orcadensis sandayensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis simplex"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis transcaucasicus"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus arvalis transuralensis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Arvicola arvalis variabilis"
"microtus arvalis","Microtus arvalis","Microtus arvalis","Cricetidae","Rodentia","Mammalia","Microtus sandayensis westrae"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Apodemus arianus"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus arianus"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus cellarius"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus erythronotus"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Apodemus flavicollis brauneri"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus sylvaticus fennicus"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus sylvaticus princeps"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Apodemus flavicollis samariensis"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Apodemus flavicollis saturatus"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Sylvaemus sylvaticus stankovici"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus sylvaticus typicus"
"apodemus flavicollis","Apodemus flavicollis","Apodemus flavicollis","Muridae","Rodentia","Mammalia","Mus sylvaticus wintoni"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus algirus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus chamaeropsis"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Musculus dichrurus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus hayi"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus hebridensis"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus hirtensis"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus intermedius"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus islandicus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus pecchioli"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus reboudia"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus albus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus alpinus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus bergensis"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus sylvaticus butei"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Micromys sylvaticus callipides"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus candidus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus celticus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus sylvaticus creticus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis cumbrae"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis fiolagan"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Sylvaemus sylvaticus flaviventris"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus flavobrunneus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus fridariensis"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis ghia"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus sylvaticus grandiculus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus fridariensis grantii"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus griseus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis hamiltoni"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus isabellinus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis larus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus leucocephalus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis maclean"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus sylvaticus maximus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis nesiticus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus niger"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Mus sylvaticus parvus"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus sylvaticus spadix"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus fridariensis thuleo"
"apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Muridae","Rodentia","Mammalia","Apodemus hebridensis tirae"
