Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
canine calicivirus,canine calicivirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
canine distemper,canine distemper,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
canine mastadenovirus a,canine mastadenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
canine minute,canine minute,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
canine oral papillomavirus,canine oral papillomavirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
canine parainfluenza,canine parainfluenza,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
canine parvovirus,canine parvovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cano delgadito,cano delgadito,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
capillaria aerophila,capillaria aerophila,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
capillaria gastrica,capillaria gastrica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
capillaria hepatica,capillaria hepatica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
capillaria plica,capillaria plica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caprine arthritis encephalitis,caprine arthritis encephalitis,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caprine herpesvirus 1,caprine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,IT
caprine herpesvirus 2,caprine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,"NL,DE"
capsala laevis,capsala laevis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
capsala martinieri,capsala martinieri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
capsala onchidiocotyle,capsala onchidiocotyle,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
capsala pricei,capsala pricei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
capsaloides magnaspinosus,capsaloides magnaspinosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola aurata,cardicola aurata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cardicola bartolii,cardicola bartolii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola chaetodontis,cardicola chaetodontis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola coeptus,cardicola coeptus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola covacinae,cardicola covacinae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola forsteri,cardicola forsteri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola lafii,cardicola lafii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola milleri,cardicola milleri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola orientalis,cardicola orientalis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Australia and New Zealand","AU,GF"
cardicola parilus,cardicola parilus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola tantabiddii,cardicola tantabiddii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola watsonensis,cardicola watsonensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardiocephaloides longicollis,cardiocephaloides longicollis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
carettacola hawaiiensis,carettacola hawaiiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
carmyerius spatiosus,carmyerius spatiosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
carnobacterium maltaromaticum,carnobacterium maltaromaticum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia, Northern Europe, Western Europe","JP,AT,GB,US,DK"
caryophyllaeides fennica,caryophyllaeides fennica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caryophyllaeus laticeps,caryophyllaeus laticeps,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,CH
catenotaenia apodemi,catenotaenia apodemi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
catenotaenia cricetuli,catenotaenia cricetuli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
catenotaenia dendritica,catenotaenia dendritica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,FI
catenotaenia henttoneni,catenotaenia henttoneni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Southern Europe","FI,IT,HR"
catenotaenia microti,catenotaenia microti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central Asia,KZ
catenotaenioides kirgizica,catenotaenioides kirgizica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central Asia,KZ
cathaemasia hians,cathaemasia hians,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cathetocephalus thatcheri,cathetocephalus thatcheri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
caulanus thomasi,caulanus thomasi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caullerya mesnili,caullerya mesnili,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Western Europe","CH,CZ,DE"
caulobothrium opisthorchis,caulobothrium opisthorchis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cellulomonas xylanilytica,cellulomonas xylanilytica,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cellulosilyticum ruminicola,cellulosilyticum ruminicola,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
cemocotyle trachuri,cemocotyle trachuri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
cenarchaeum symbiosum,cenarchaeum symbiosum,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
cephalobothrium aetobatidis,cephalobothrium aetobatidis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,TH
cephalochlamys namaquensis,cephalochlamys namaquensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cephalogonimus retusus,cephalogonimus retusus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
ceratobothrium xanthocephalum,ceratobothrium xanthocephalum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
ceratocystiopsis manitobensis,ceratocystiopsis manitobensis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
ceratocystiopsis minuta,ceratocystiopsis minuta,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
ceratocystis polonica,ceratocystis polonica,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe, Northern Europe, Western Europe","CZ,FR,NO,AT,JP,PL"
cercaria lileta,cercaria lileta,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercaria sevillana,cercaria sevillana,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercariaeum crassum,cercariaeum crassum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercopithecine herpesvirus 2,cercopithecine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercopithecine herpesvirus 9,cercopithecine herpesvirus 9,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercopithifilaria crassa,cercopithifilaria crassa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cercopithifilaria japonica,cercopithifilaria japonica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cercopithifilaria longa,cercopithifilaria longa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cercopithifilaria roussilhoni,cercopithifilaria roussilhoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Middle Africa,GA
cervid herpesvirus 2,cervid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Northern Europe","US,FI"
cetacean morbillivirus,cetacean morbillivirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Northern Europe, Southern Europe, Western Europe","DE,LT,GB,ES,CN,NL"
chabertia ovina,chabertia ovina,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Western Europe, Australia and New Zealand","AU,FR,GB"
chaetomidium arxii,chaetomidium arxii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
chaetomidium cephalothecoides,chaetomidium cephalothecoides,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
chaetomidium trichorobustum,chaetomidium trichorobustum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chandlerella quiscali,chandlerella quiscali,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
changuinola,changuinola,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chaunopycnis pustulata,chaunopycnis pustulata,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Northern America, Northern Europe, Southern Europe","ES,US,MX,LT"
chelediadema marjoriae,chelediadema marjoriae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chelonid herpesvirus 5,chelonid herpesvirus 5,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Caribbean, Central America, Northern America, Australia and New Zealand","MX,BB,US,AU,CR,PR"
chelonid herpesvirus 6,chelonid herpesvirus 6,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,KY
chelonobacter oris,chelonobacter oris,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Western Europe, Australia and New Zealand","AT,AU"
chelonus inanitus bracovirus,chelonus inanitus bracovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chicken anemia,chicken anemia,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chicken astrovirus,chicken astrovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, South America, Northern America, Eastern Asia, Eastern Europe, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","DE,BR,HR,AU,CN,US,NL,GB,HU,ZA"
chilibre,chilibre,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chilomastix wenrichi,chilomastix wenrichi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chim,chim,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chimaerarhynchus rougetae,chimaerarhynchus rougetae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chimaericola leptogaster,chimaericola leptogaster,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,SE
chimaerohemecus trondheimensis,chimaerohemecus trondheimensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
chionosphaera cuniculicola,chionosphaera cuniculicola,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chlamydia muridarum,chlamydia muridarum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chlamydia suis,chlamydia suis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Southern Europe","US,IT"
chlamydophila caviae,chlamydophila caviae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
chlamydophila pecorum,chlamydophila pecorum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Western Europe, Australia and New Zealand","AU,NZ,US,AR,JP,AT"
choanocotyle hobbsi,choanocotyle hobbsi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choanocotyle nematoides,choanocotyle nematoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choanocotyle platti,choanocotyle platti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choanotaenia infundibulum,choanotaenia infundibulum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
choledocystus hepaticus,choledocystus hepaticus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
choricotyle australiensis,choricotyle australiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choricotyle chrysophrii,choricotyle chrysophrii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
choristoneura fumiferana entomopoxvirus 'l',choristoneura fumiferana entomopoxvirus 'l',virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chromera velia,chromera velia,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
chronic wasting disease,chronic wasting disease,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chryseobacterium aquaticum,chryseobacterium aquaticum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chryseobacterium kwangyangense,chryseobacterium kwangyangense,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chryseobacterium piscicola,chryseobacterium piscicola,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,FI
chryseobacterium shigense,chryseobacterium shigense,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
chrysosporium guarroi,chrysosporium guarroi,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
chrysosporium synchronum,chrysosporium synchronum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
cichlidogyrus acerbus,cichlidogyrus acerbus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus aegypticus,cichlidogyrus aegypticus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus agnesi,cichlidogyrus agnesi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus arthracanthus,cichlidogyrus arthracanthus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus bilongi,cichlidogyrus bilongi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus cubitus,cichlidogyrus cubitus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus digitatus,cichlidogyrus digitatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus ergensi,cichlidogyrus ergensi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus falcifer,cichlidogyrus falcifer,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus flexicolpos,cichlidogyrus flexicolpos,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus gallus,cichlidogyrus gallus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus halli,cichlidogyrus halli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus longicirrus,cichlidogyrus longicirrus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus thurstonae,cichlidogyrus thurstonae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus tiberianus,cichlidogyrus tiberianus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus tilapiae,cichlidogyrus tilapiae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
citrobacter murliniae,citrobacter murliniae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Asia, Northern Europe, Southern Europe","PT,GB,CN,PK,IN"
classical swine fever,classical swine fever,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clavinema parasiluri,clavinema parasiluri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
clavogalea trachinoti,clavogalea trachinoti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cleidodiscus pricei,cleidodiscus pricei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
clinostomum giganticum,clinostomum giganticum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clinostomum marginatum,clinostomum marginatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,"CA,US"
clinostomum phalacrocoracis,clinostomum phalacrocoracis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clinostomum piscidium,clinostomum piscidium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clistobothrium carcharodoni,clistobothrium carcharodoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,NZ
clistobothrium montaukensis,clistobothrium montaukensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cloacina caenis,cloacina caenis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina cloelia,cloacina cloelia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina communis,cloacina communis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina ernabella,cloacina ernabella,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina hydriformis,cloacina hydriformis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina pearsoni,cloacina pearsoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina robertsi,cloacina robertsi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacitrema narrabeenensis,cloacitrema narrabeenensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
clostridium glycolicum,clostridium glycolicum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Eastern Europe, Western Europe","DE,HU,CN"
clostridium haemolyticum,clostridium haemolyticum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clostridium lactatifermentans,clostridium lactatifermentans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clostridium lituseburense,clostridium lituseburense,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clostridium piliforme,clostridium piliforme,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cobetia marina,cobetia marina,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Europe, Northern Europe","RU,GB,EG"
cochlosoma anatis,cochlosoma anatis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
colepismatophila watsonae,colepismatophila watsonae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
colletotrichum fuscum,colletotrichum fuscum,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
columbid herpesvirus 1,columbid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia","US,JP"
conchiformibius kuhniae,conchiformibius kuhniae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
concinnocotyla australensis,concinnocotyla australensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
concinnum ten,concinnum ten,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
conidiobolus firmipilleus,conidiobolus firmipilleus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
conidiobolus obscurus,conidiobolus obscurus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum bioccai,contracaecum bioccai,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia","US,JP"
contracaecum eudyptulae,contracaecum eudyptulae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
contracaecum margolisi,contracaecum margolisi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum microcephalum,contracaecum microcephalum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum micropapillatum,contracaecum micropapillatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Southern Europe","GR,EG"
contracaecum mirounga,contracaecum mirounga,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,AQ
contracaecum multipapillatum,contracaecum multipapillatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
contracaecum muraenesoxi,contracaecum muraenesoxi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum ogmorhini,contracaecum ogmorhini,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, South America, Australia and New Zealand","AU,ZA,AR"
contracaecum pelagicum,contracaecum pelagicum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum pyripapillatum,contracaecum pyripapillatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum radiatum,contracaecum radiatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,AQ
contracaecum rudolphii,contracaecum rudolphii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Northern America, Southern Europe","IT,MX,US"
contracaecum septentrionale,contracaecum septentrionale,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Southern Europe","IS,ES"
contracaecum spiculigerum,contracaecum spiculigerum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cooperia curticei,cooperia curticei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cooperia oncophora,cooperia oncophora,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Northern Europe, Western Europe","JP,NL,GB,BE"
cooperia pectinata,cooperia pectinata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IN
cooperia punctata,cooperia punctata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cooperia spatulata,cooperia spatulata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cooperia surnabada,cooperia surnabada,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
copiatestes filiferus,copiatestes filiferus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,NZ
coprinellus micaceus,coprinellus micaceus,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Western Europe","GB,DE"
coral metagenome,coral metagenome,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
corallobothrium fimbriatum,corallobothrium fimbriatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
corallobothrium parafimbriatum,corallobothrium parafimbriatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
corallobothrium solidum,corallobothrium solidum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Africa,EG
corallotaenia intermedia,corallotaenia intermedia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
corallotaenia minutia,corallotaenia minutia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
cordyceps brongniartii,cordyceps brongniartii,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, South America, Northern America, Eastern Asia, Western Europe","ZA,JP,CN,US,FR,BR,CH,CO"
cordyceps chlamydosporia,cordyceps chlamydosporia,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, South America, Southern Asia, Northern Europe, Southern Europe, Western Europe","ES,GB,PT,MX,IN,NL,IT,BR"
cordyceps cicadae,cordyceps cicadae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"CN,JP"
cordyceps kyushuensis,cordyceps kyushuensis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
coriobacterium glomerans,coriobacterium glomerans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cornudiscoides proximus,cornudiscoides proximus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronocyclus coronatus,coronocyclus coronatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronocyclus labiatus,coronocyclus labiatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronocyclus labratus,coronocyclus labratus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronympha octonaria,coronympha octonaria,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
corynebacterium renale,corynebacterium renale,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cosmospora vilior,cosmospora vilior,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Northern Europe","US,LV,VE,JP"
cotesia glomerata bracovirus,cotesia glomerata bracovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cotesia rubecula bracovirus,cotesia rubecula bracovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
